userid,n_in_region,n_in_region_raw,n_global
272795,25,25,3493
272800,69,70,113
272802,256,259,282
272820,1,1,882
272824,1,1,144
272832,8,8,365
272844,1,1,501
272898,5,5,13
272915,3,3,94
272924,1,1,160
272941,18,18,243
272986,16,16,124
273015,1,1,2
273037,1,1,175
273060,95,95,197
273087,1,1,111
273113,2,2,18
273135,10,10,145
273137,105,106,295
273147,3,3,150
273158,17,17,124
273169,12,12,656
273234,3,3,149
273242,4,4,6
273260,1,1,206
273297,33,34,861
273313,8,8,197
273428,2,2,143
273463,21,22,713
273489,1,1,4
273582,35,38,163
273610,1,1,270
273632,8,8,170
273682,2,2,2
273685,4,4,336
273687,33,33,829
273690,6,6,290
273710,1,1,73
273727,21,21,249
273739,2,2,37
273764,1,1,297
273799,16,16,27
273814,1,1,10
273824,1,1,385
273850,2,2,84
273871,7,7,311
273899,1,1,254
273900,5,6,86
273908,46,47,49
273960,3,3,116
273971,25,25,452
274023,38,38,423
274058,3,3,88
274098,20,20,383
274104,2,2,194
274152,26,26,136
274155,21,21,238
274165,1,1,1
274184,2,2,2
274196,4,4,15
274215,1,1,70
274230,39,41,1604
274232,7,7,28
274237,4,4,223
274247,7,7,296
274249,6,6,174
274316,3,3,54
274332,6,6,35
274333,8,8,476
274369,10,11,201
274402,38,39,417
274417,1,1,31
274426,224,225,415
274427,1,1,3
274461,17,17,629
274474,13,14,229
274494,8,9,11
274540,533,535,830
274573,1,1,2
274609,17,17,22
274645,36,39,327
274676,4,5,53
274689,5,5,15
274701,6,7,918
274729,18,19,225
274738,25,25,94
274739,1,1,120
274742,1,1,10
274767,11,13,222
274772,2,3,120
274776,17,18,717
274780,16,16,66
274789,6,6,245
274823,3,3,3
274825,1,1,140
274837,3,3,41
274883,30,30,301
274888,3,3,43
274969,2,2,3
274990,2,2,15
274996,1,1,2
275053,4,4,163
275086,9,10,10
275091,6,7,7
275124,3,3,35
275127,4,4,697
275170,1,1,4
275189,101,102,108
275211,128,135,3054
275274,7,7,825
275278,30,31,692
275321,71,77,334
275325,74,80,415
275331,2,2,16
275360,109,109,115
275369,9,9,1126
275385,55,58,63
275428,5,5,518
275447,1,1,34
275449,2,2,61
275452,14,14,268
275463,7,7,107
275468,5,5,113
275474,4,4,676
275490,2,3,225
275493,27,28,797
275503,2,2,181
275511,3,3,232
275523,1,1,2
275525,41,42,92
275531,36,36,66
275532,141,143,423
275552,6,6,135
275554,40,40,314
275635,1,1,13
275745,8,8,166
275810,86,87,98
275816,7,7,84
275839,3,3,23
275852,2,2,2
275858,2,2,368
275868,1,1,49
275874,1,1,267
275938,85,88,348
275990,1,1,187
276017,32,32,177
276091,6,6,226
276118,55,55,55
276119,1,1,520
276141,4,4,90
276157,4,4,4
276183,14,14,190
276211,6,6,6
276213,1,1,8
276223,1,1,148
276237,7,7,165
276253,8,9,130
276261,17,17,147
276291,5,5,431
276293,73,73,113
276295,2,2,19
276324,1,1,18
276356,3,3,422
276373,1,1,100
276404,1,1,188
276439,38,39,230
276469,3,3,158
276470,1,1,39
276492,4,4,440
276519,3,3,238
276524,8,8,338
276526,5,5,72
276532,3,3,33
276549,2,2,225
276567,27,29,767
276593,1,1,1
276595,1,1,101
276617,10,10,229
276629,1,1,6
276641,1177,1242,1351
276649,7,7,103
276655,1,1,16
276680,25,25,407
276689,230,249,758
276723,1,1,133
276732,2,2,2
276767,15,15,152
276787,26,26,140
276892,2,2,24
276975,3,3,62
277026,1,1,66
277027,5,5,11
277060,9,9,154
277066,14,15,494
277141,10,10,227
277204,3,3,8
277211,4,4,19
277256,2,2,287
277264,1,1,5
277313,34,34,433
277336,4,4,42
277378,1,1,14
277392,82,83,706
277397,1,1,103
277398,10,10,104
277434,43,43,48
277456,5,5,58
277541,5,5,82
277551,36,36,133
277567,43,50,418
277568,24,24,32
277583,3,3,5
277591,2,2,151
277598,4,4,132
277627,39,39,2028
277661,1,1,6
277706,9,9,19
277709,5,5,29
277724,2,2,70
277729,8,9,70
277747,1,1,2
277756,3,3,93
277769,1,1,110
277785,24,25,748
277787,3,3,9
277800,1,1,4
277817,4,4,71
277822,21,21,734
277854,15,15,684
277868,3,3,10
277873,73,75,1253
277884,1,1,325
277891,2,3,961
277897,5,5,14
277915,2,2,508
277924,40,40,90
277947,22,22,330
277981,16,16,134
277997,15,15,87
278011,16,16,53
278026,69,71,205
278033,7,7,25
278049,26,26,143
278077,5,5,119
278111,5,5,131
278122,23,23,410
278451,10,10,125
278521,11,11,495
278541,1,1,310
278566,21,25,37
278580,11,11,109
278650,34,34,35
278669,135,136,5233
278688,2,2,132
278691,1,1,228
278701,26,26,1020
278717,1,1,15
278732,10,10,221
278764,1,1,94
278790,9,12,466
278854,66,67,108
278869,1,1,51
278899,6,6,118
278945,12,12,631
278965,22,23,83
278967,40,40,40
279001,2,2,2
279007,21,21,164
279018,4,4,5804
279023,3,3,12
279025,1,1,12
279039,3,3,132
279091,15,15,41
279135,10,10,53
279167,2,2,51
279222,1,1,255
279340,23,23,119
279367,2,2,2
279394,3,3,58
279443,1,1,1
279470,2,2,79
279525,4,4,53
279567,9,9,143
279591,8,8,29
279651,1,1,2
279684,1,1,292
279705,5,5,11
279710,61,63,64
279720,15,15,578
279727,2,2,8
279804,39,39,91
279820,8,8,79
279824,9,9,81
279854,10,11,76
279891,3,4,4
279908,1,1,16
279920,165,165,240
279972,1,1,72
279975,11,15,455
280047,7,7,150
280062,2,2,43
280118,4,4,802
280219,1,1,68
280239,2,2,513
280249,11,11,11
280283,5,5,14
280302,6,6,269
280320,47,47,125
280371,6,6,143
280378,1,1,58
280389,8,8,176
280491,1,1,6
280494,1,1,257
280559,1,1,1063
280588,3,3,77
280643,1,1,1
280658,14,14,33
280730,78,78,92
280796,4,4,17
280804,1,1,47
280805,17,17,563
280854,4,4,22
280899,1,1,1
280904,4,4,212
280941,3,3,277
280974,1,1,66
281002,5,5,1008
281024,16,18,229
281106,5,5,12
281137,3,3,266
281176,1,1,72
281177,128,130,502
281185,46,46,456
281204,29,29,33
281284,33,34,36
281330,1,1,129
281340,1,1,14
281380,2,2,13
281384,2,2,5
281429,8,8,118
281431,61,67,187
281432,2,2,4
281436,3,3,177
281453,1,1,273
281454,9,9,112
281472,2,2,626
281487,9,9,404
281564,1,1,13
281595,1,1,35
281632,3,3,39
281792,458,470,591
281808,5,5,899
281825,39,39,253
281867,2,2,521
281875,8,8,356
281895,1,1,17
281913,3,3,28
281929,4,4,83
281980,11,11,499
281981,2,2,4
282018,13,13,170
282027,1,1,2
282033,1,1,13
282043,44,49,58
282057,1,1,17
282081,8,8,54
282082,1,1,2
282083,15,15,15
282096,5,5,213
282110,13,13,397
282149,2,2,153
282168,1,1,35
282187,19,20,311
282216,17,17,25
282226,6,7,44
282269,8,8,214
282273,9,9,141
282296,3,3,13
282315,15,15,230
282331,11,11,251
282340,1,1,158
282346,6,7,88
282392,10,11,165
282408,115,117,125
282441,6,6,142
282446,2,2,131
282503,14,14,352
282506,58,63,1633
282516,1,1,2
282536,1,1,3
282547,60,61,61
282553,3,4,1495
282682,1,1,3
282731,1,1,23
282764,4,4,58
282784,2,2,75
282802,1,1,1
282820,5,5,6
282842,3,3,77
282873,41,42,50
282878,3,3,23
282902,31,31,65
283034,44,44,65
283049,2,2,2
283081,5,5,6
283087,3,3,158
283089,1,1,580
283108,5,5,62
283177,1,1,1
283193,9,9,318
283205,1,1,1
283217,2,2,145
283241,1,1,5
283276,2,2,692
283284,1,1,7
283286,7,9,9
283301,2,2,408
283335,7,7,57
283365,3,3,38
283389,3,3,653
283409,1,1,1
283410,8,9,255
283424,2,2,577
283456,52,52,352
283501,6,6,268
283507,3,3,216
283516,46,49,135
283543,1,1,9
283580,5,5,212
283591,3,3,5083
283700,1,1,358
283711,1,1,34
283760,4,4,102
283768,1,1,33
283811,1,1,3
283833,21,22,36
283849,3,3,682
283852,1,1,18
283857,201,211,216
283895,2,2,38
283899,1,1,48
283903,25,25,238
283906,1,1,36
283914,1,1,85
283919,1,1,52
283923,7,7,8
283949,14,16,201
283974,2,2,3
283980,2,2,87
284028,2,2,317
284037,5,5,186
284038,1,1,30
284103,10,10,33
284114,2,2,73
284118,1,1,1
284155,2,2,3
284220,29,29,64
284229,11,11,63
284249,25,25,249
284263,1,1,86
284264,21,21,190
284280,1,1,1
284349,2,2,97
284359,4,4,71
284366,2,2,34
284368,10,10,170
284369,5,5,244
284372,4,4,46
284403,69,71,1070
284407,1,1,235
284436,113,120,323
284442,10,10,80
284461,18,18,134
284465,1,1,1
284491,5,5,104
284512,4,4,180
284575,6,6,536
284607,3,3,136
284621,8,8,160
284638,7,7,178
284653,2,2,2
284655,3,3,3
284756,10,10,52
284757,1,1,12
284789,2,2,36
284829,15,15,48
284839,45,45,86
284936,5,6,75
284959,6,6,688
284970,9,11,18
284997,20,20,128
285009,10,10,339
285019,4,4,67
285033,1,1,102
285034,9,9,15
285084,12,12,18
285133,34,34,230
285141,8,8,867
285152,1,1,21
285195,2,2,41
285223,11,11,338
285286,2,2,46
285292,1,1,88
285341,2,2,174
285367,1,1,77
285383,11,11,80
285398,4,4,1401
285418,2,2,52
285454,18,18,300
285499,6,6,13
285508,22,23,409
285562,4,5,80
285593,2,2,5
285631,15,15,150
285657,1,1,132
285673,5,5,34
285695,4,4,7
285720,4,4,12
285738,11,11,251
285746,2,2,28
285751,1,1,4
285768,27,27,91
285789,1,1,1
285814,13,13,61
285816,1,1,372
285856,1,1,61
285867,2,2,14
285884,2,2,43
285914,28,28,297
285926,13,13,323
285936,62,63,279
286102,1,1,238
286176,1,1,41
286192,2,2,6
286287,15,15,20
286375,7,7,101
286405,2,2,21
286414,2,2,103
286522,12,12,12
286532,5,7,27
286547,35,37,322
286605,2,2,707
286646,7,7,602
286660,1,1,4
286705,1,1,370
286707,28,28,581
286726,16,16,283
286758,26,26,278
286775,176,176,816
286788,2,2,31
286822,3,3,48
286831,9,9,9
286838,5,5,67
286851,3,3,17
286862,7,7,136
286875,4,4,138
286931,358,366,491
286944,2,2,230
286966,13,13,304
286983,44,44,1957
287028,6,6,60
287070,3,3,932
287074,9,9,49
287076,3,3,55
287123,4,4,9
287124,8,8,15
287163,10,10,183
287166,15,15,59
287193,2,2,123
287204,2,2,401
287210,5,5,5
287212,1,1,30
287232,11,12,332
287242,12,12,557
287249,12,12,169
287311,11,11,93
287326,4,4,412
287369,159,160,213
287390,1,1,2
287416,1,1,16
287461,13,13,422
287578,2,2,46
287770,3,3,3
287782,4,6,18
287784,9,9,59
287785,1,1,2
287823,13,15,499
287848,5,5,80
287892,11,11,35
287913,11,12,348
287914,5,5,81
287928,13,14,442
287940,1,1,5312
287986,2,2,32
288043,1,1,195
288051,2,2,117
288056,11,11,405
288061,11,11,48
288063,1,1,73
288125,2,2,313
288167,1,1,40
288190,2,2,258
288243,20,20,185
288269,4,4,4
288284,1,1,149
288288,15,15,17
288332,1,1,134
288337,71,71,73
288350,1,1,6
288354,19,19,407
288384,19,19,93
288408,15,15,87
288428,3,3,605
288432,23,24,55
288433,6,6,213
288461,12,12,12
288498,11,11,17
288527,103,105,1303
288547,7,8,51
288578,18,18,278
288602,2,2,3
288619,1,1,2
288660,2,2,22
288675,6,6,27
288684,6,6,81
288769,137,138,196
288811,6,6,6
288831,8,8,44
288895,1,1,783
288954,2,2,85
288956,32,32,374
288962,2,2,16
288992,2,2,2316
288996,15,16,456
289000,7,7,104
289011,3,3,22
289012,12,12,66
289091,18,18,386
289103,13,14,214
289108,26,26,39
289116,1,1,56
289118,5,5,105
289119,1,1,14
289136,2,2,31
289142,25,25,25
289162,14,14,362
289175,1,1,5
289208,1,1,477
289226,17,17,207
289231,31,31,35
289260,1,1,13
289268,346,363,649
289270,1,1,42
289295,2,2,55
289341,1,1,1
289344,26,26,123
289368,2,2,64
289400,2,2,130
289415,7,7,8
289416,46,47,2752
289421,2,2,10
289425,17,17,106
289428,14,14,37
289434,1,1,787
289436,127,127,529
289447,6,6,10
289464,96,96,1282
289484,3,3,8
289487,25,25,1662
289503,5,5,42
289527,1,1,128
289541,20,21,656
289542,2,2,9
289588,3,3,576
289612,1,1,1
289614,2,2,6
289616,104,104,231
289640,126,126,192
289727,193,193,269
289738,1,1,7
289741,1,1,13
289754,7,7,13
289774,7,7,21
289775,15,15,240
289784,9,9,12
289827,60,62,1604
289828,4,4,90
290072,174,177,2490
290152,14,14,318
290187,1,1,1
290200,6,7,132
290217,2,2,2
290236,3,3,13
290325,1,1,274
290428,1,1,5
290438,277,278,343
290453,1,1,1
290460,1,1,37
290463,13,14,142
290484,1,1,129
290496,2,2,5
290517,2,2,53
290557,2,2,25
290622,50,50,64
290626,122,128,273
290663,14,23,153
290753,1,1,19
290762,2,2,176
290793,16,16,496
290813,3,3,49
290821,293,302,452
290848,11,11,170
290856,1,1,478
290873,14,14,37
290914,46,46,283
290926,4,4,23
290976,7,7,58
291018,1,1,1
291104,16,16,596
291216,28,30,69
291329,1,1,149
291406,1,1,50
291561,2,2,27
291618,73,73,124
291629,2,2,3
291652,12,12,156
291655,12,13,60
291658,3,3,75
291686,3,3,15
291734,2,3,116
291767,10,10,451
291768,8,8,41
291781,117,117,147
291787,247,274,928
291803,11,11,111
291838,1,1,1
291854,2,2,2
291893,25,25,211
291895,3,3,3
291947,8,9,185
291977,43,43,289
292006,1,1,35
292027,1,1,33
292078,51,51,4468
292102,12,12,36
292108,1,1,20
292141,77,79,1021
292166,12,12,74
292218,2,2,47
292252,6,6,108
292273,5,5,77
292316,3,4,265
292318,91,91,749
292340,8,8,19
292359,1,1,124
292365,219,221,260
292425,15,21,1949
292480,26,26,61
292526,38,39,457
292532,4,4,164
292547,5,6,24
292597,62,62,751
292603,11,11,589
292650,2,2,32
292670,1,1,8
292725,4,4,376
292763,1,1,1
292778,16,16,19
292917,4,4,58
293043,1,1,10
293061,3,3,43
293079,2,2,385
293098,4,4,119
293101,4,4,21
293151,2,2,127
293168,4,4,25
293201,1,1,291
293311,20,21,118
293322,12,12,159
293342,10,10,33
293375,2,2,11
293419,21,21,86
293455,1,1,16
293457,16,16,157
293500,7,7,42
293525,1,1,1
293600,1,1,5
293608,1,1,46
293633,2,2,85
293661,1,1,110
293697,94,94,238
293705,1,1,97
293706,14,14,19
293720,28,28,62
293738,187,191,203
293744,15,15,171
293753,3,3,47
293788,2,2,57
293798,2,2,224
293802,12,12,298
293808,11,11,39
293813,87,89,170
293839,4,4,925
293853,1,1,1
293858,2,2,11
293878,5,5,66
293895,5,5,117
293918,5,5,40
293940,6,6,636
293971,8,8,61
293983,2,2,184
293985,83,85,109
294007,54,55,915
294026,7,7,66
294081,16,16,117
294127,3,3,43
294156,17,17,431
294176,10,10,173
294192,1,1,105
294226,167,170,322
294237,3,3,5
294251,127,129,619
294255,1,1,87
294262,5,5,72
294276,8,8,570
294279,14,16,60
294293,3,3,39
294349,4,4,168
294385,1,1,203
294390,1,1,16
294402,13,13,673
294503,19,19,458
294520,1,1,141
294555,2,2,98
294562,83,83,1910
294577,1,1,697
294617,4,4,583
294638,1,1,15
294681,5,5,49
294698,1,1,142
294705,1,1,12
294739,964,1041,1467
294740,1,1,5
294743,2,2,103
294770,1,1,148
294778,7,7,311
294813,3,3,77
294814,2,2,42
294917,20,20,323
294948,142,142,192
294951,6,6,830
295028,3,3,4
295068,142,143,202
295114,6,6,33
295169,28,28,32
295185,1,1,214
295201,221,235,1230
295217,92,108,299
295234,1,1,3
295240,9,9,125
295348,1,1,67
295364,3,3,154
295376,1,1,105
295394,5,5,61
295432,9,9,492
295472,4,4,44
295502,46,46,501
295549,1,1,107
295613,4,4,86
295664,385,394,4463
295695,7,7,157
295728,56,56,263
295782,1,1,6
295876,3,3,52
295882,2,2,145
295892,1,1,1
295922,9,9,46
295936,1,1,36
295957,26,27,189
296010,7,7,107
296035,4,4,142
296083,3,3,5
296088,3,3,3
296099,4,5,42
296120,12,12,261
296147,1,1,363
296157,21,22,265
296213,5,5,153
296239,1,1,1
296301,1,1,238
296333,495,517,9867
296347,81,81,239
296382,2,2,27
296393,7,7,74
296420,42,42,384
296473,5,5,48
296501,4,4,47
296514,17,17,116
296584,44,46,246
296591,1,1,201
296621,9,9,156
296676,4,4,306
296683,5,5,13
296704,1,1,2
296714,41,43,179
296740,13,14,54
296745,14,16,1106
296748,42,44,160
296782,19,22,49
296798,2,2,96
296805,1,1,2
296837,13,13,70
296870,17,18,206
296898,1,1,53
296950,13,14,782
296951,37,37,395
296962,1,1,78
296967,6,6,248
297033,1,1,94
297037,1,1,1
297057,25,25,198
297071,1,1,74
297075,15,15,104
297110,4,4,76
297211,3,3,61
297212,1,1,18
297215,14,14,62
297226,1,1,7
297268,1,1,169
297320,6,7,1112
297396,3,3,55
297487,25,25,62
297523,1,1,209
297524,1,1,332
297584,3,3,18
297628,15,15,160
297632,5,6,1769
297683,2,2,192
297699,2,2,18
297711,4,4,276
297742,3,3,240
297745,1,1,8
297772,21,23,794
297784,1,1,25
297844,4,4,483
297861,1,1,78
297915,1,1,48
298054,2,2,45
298122,18,18,72
298124,7,8,12
298129,3,3,42
298188,3,3,190
298195,20,20,23
298248,1,1,132
298287,6,6,14
298389,6,6,6
298452,6,6,73
298459,3,3,576
298545,7,7,352
298605,12,12,279
298610,9,9,14
298672,16,16,18
298686,17,17,18
298709,5,5,1031
298750,5,5,6
298753,27,27,52
298791,9,9,33
298824,5,6,339
298830,3,3,80
298834,8,8,372
298841,35,35,65
298849,10,10,25
298870,19,20,326
298926,2,2,27
298927,6,6,287
298962,13,13,100
298973,223,226,1539
298984,4,4,115
299023,151,153,319
299036,159,174,284
299059,2,3,254
299182,92,98,777
299295,13,13,690
299344,5,5,14
299505,118,119,168
299589,4,4,109
299591,19,20,261
299602,7,7,90
299870,1,1,12
299893,6,6,118
299926,1,1,10
299968,1,1,1
300033,2,2,2
300044,1,1,12
300046,2,2,2
300068,418,424,2049
300086,4,4,309
300099,21,21,45
300198,15,15,187
300210,14,14,79
300211,17,17,17
300284,28,28,166
300356,2,2,110
300399,2,3,31
300400,9,9,198
300459,2,3,244
300520,1,1,5
300521,12,13,23
300553,28,28,77
300558,11,11,359
300599,30,30,414
300637,6,6,33
300715,4,4,198
300739,6,7,70
300747,7,7,58
300766,5,5,108
300772,2,2,14
300785,1,1,1
300813,4,4,6
300828,17,17,1323
300839,168,172,312
300855,2,2,2
300865,2,2,4
301044,44,44,52
301341,1,1,1
301379,6,6,11
301409,229,229,262
301414,1,1,218
301469,2,2,399
301491,581,591,4341
301677,1,1,3637
301741,19,19,190
301797,3,3,31
301823,1,1,145
301831,38,38,211
301861,9,10,19
301904,1,1,44
301915,3,3,4
301959,2,2,6
301976,7,7,986
301992,1,1,71
302080,1,1,12
302132,4,4,8
302171,5,5,373
302273,15,17,68
302282,1,1,1
302330,3,3,322
302355,2,4,7
302375,5,5,37
302411,20,23,1910
302413,2,2,81
302458,19,19,164
302481,6,6,36
302557,1,1,65
302649,1,1,64
302694,3,3,88
302905,2,2,27
302926,1,1,480
302945,1,1,22
303017,72,72,86
303020,25,25,34
303059,183,185,264
303092,11,12,394
303154,1,1,256
303219,5,5,82
303256,1,1,215
303265,2,2,221
303274,2,2,2
303284,42,48,238
303294,6,6,58
303313,5,5,23
303387,3,3,9
303407,15,15,629
303414,4,4,27
303453,4,4,7
303512,1,1,45
303528,1,1,488
303546,143,143,193
303565,38,38,279
303666,24,24,378
303673,6,6,14
303701,5,6,104
303724,52,52,1613
303738,6,6,45
303793,8,8,67
303856,13,14,257
303880,1,1,21
303905,5,5,13
303911,68,68,176
303921,2,2,142
303949,11,11,11
303958,78,78,194
303971,3,3,2030
303982,6,6,55
303984,2,2,193
303985,4,4,82
303989,2,2,123
303995,2,2,65
303999,8,8,8
304054,8,8,39
304072,3,3,297
304114,1,1,5
304130,24,24,376
304145,62,63,521
304200,1,1,271
304294,2,2,331
304348,1,1,220
304414,38,38,345
304416,2,2,6
304543,1,1,4
304611,10,10,36
304615,36,36,2101
304680,12,12,378
304724,7,7,9
304733,1,1,1
304744,183,193,471
304762,12,13,298
304799,2,2,28
304906,2,2,40
304972,5,5,22
304980,7,7,94
305016,7,7,575
305082,1,1,114
305104,1,1,27
305137,34,36,855
305152,1,1,1
305211,18,19,193
305212,8,8,9
305224,2,2,58
305230,2,2,59
305245,2,2,66
305283,76,79,584
305328,1,1,69
305358,1,1,5
305377,1,1,95
305392,294,297,612
305395,118,118,516
305428,29,29,556
305448,2,2,11
305467,1,1,26
305488,24,24,49
305525,5,5,1443
305532,2,2,40
305563,3,3,131
305567,21,22,411
305581,4,4,204
305647,29,29,41
305704,4,4,59
305778,7,7,35
305850,1,1,120
305985,24,24,76
305992,14,14,278
306043,49,49,489
306053,1,1,9
306060,7,7,7
306140,9,9,9
306161,26,26,26
306287,5,5,1109
306299,5,5,170
306315,1,1,119
306334,1,1,15
306339,37,37,2921
306386,1,1,7
306405,2,2,64
306439,19,20,378
306455,3,4,156
306467,3,3,8
306469,87,87,166
306509,2,2,20
306532,6,6,515
306546,1,1,1
306572,1,1,169
306573,1,1,8
306696,13,13,212
306763,4,4,205
306767,4,4,6
306806,6,6,19
306831,6,6,76
306839,2,2,38
306884,101,101,112
306885,6,6,7
306892,6,6,119
306903,7,7,11
306917,3,3,156
306924,1,1,22
306937,3,6,10
306955,5,5,114
306971,5,5,91
306991,3,3,125
307040,135,135,245
307043,3,3,8
307052,3,3,12
307061,8,8,860
307080,7,7,44
307089,1,1,25
307116,3,3,1343
307362,156,164,1613
307396,30,31,428
307425,9,9,52
307447,2,2,5
307544,1,1,118
307635,8,8,14
307659,22,25,41
307664,17,19,47
307738,2,2,243
307760,1,1,30
307867,3,3,488
307871,31,33,276
307882,1,1,23
307927,1,1,5
307953,10,10,160
307992,7,7,70
308001,10,11,53
308002,2,2,75
308031,8,8,55
308043,8,8,77
308054,1,1,154
308055,4,4,70
308070,1,1,181
308078,2,2,63
308088,4,4,816
308091,1,1,47
308111,1,1,109
308118,14,14,324
308127,23,23,86
308152,7,8,290
308179,5,5,26
308201,26,26,77
308215,2,2,461
308231,3,3,27
308244,5,5,5
308261,1,1,207
308322,7,7,16
308338,3,3,239
308368,1,1,1
308401,195,197,208
308409,84,89,121
308460,16,18,89
308609,1,1,41
308625,5,5,64
308641,1,1,1
308646,12,12,328
308688,2,2,24
308707,267,296,375
308768,7,7,8
308781,14,14,43
308788,3,3,79
308883,4,4,46
308885,11,12,117
308895,3,3,56
308946,21,21,23
308980,7,7,438
308985,29,29,118
308993,2,2,812
309008,4,4,64
309030,1,2,2
309140,3,3,119
309153,3,3,28
309163,7,7,229
309169,2,2,3
309215,875,1028,1092
309252,14,15,108
309362,1,1,4
309393,7,7,51
309429,3,3,92
309445,3,3,260
309463,2,2,2
309465,4,4,45
309480,14,14,49
309513,8,8,262
309533,7,7,454
309545,17,18,521
309553,1,1,4
309582,2,2,2
309599,39,40,218
309610,16,16,16
309632,1,1,8
309645,37,38,39
309649,2,2,139
309703,2,2,6
309748,15,15,598
309765,65,65,200
309791,2,2,44
309876,39,41,217
309967,1,1,162
309981,22,22,1393
310007,6,6,59
310101,3,3,3
310105,1,1,98
310106,25,25,401
310107,1,1,22
310115,8,8,16
310116,2,2,6
310134,16,16,26
310150,9,9,124
310198,3,3,82
310201,88,89,2173
310237,29,29,51
310251,39,40,269
310277,5,5,308
310308,470,472,1311
310330,1,1,352
310345,1,1,1
310353,2,2,25
310358,5,5,311
310383,2,2,2
310392,8,8,206
310405,9,9,91
310418,13,13,18
310429,7,7,7
310440,7,7,844
310500,12,13,13
310554,2,2,2
310583,1,1,3
310592,3,3,64
310629,1,1,9
310641,2,2,562
310649,5,5,100
310684,4,4,202
310690,5,5,134
310693,3,3,218
310704,3,3,34
310778,1,1,149
310793,1,1,33
310794,6,6,110
310824,8,8,78
310846,121,121,2941
310849,2,2,12
310851,2,2,71
310916,92,92,160
310922,3,3,39
310934,54,54,60
310981,228,298,2206
311017,1,1,54
311046,21,22,119
311054,25,25,723
311067,1,1,11
311088,1,1,1
311150,7,7,15
311273,2,2,942
311289,630,643,4491
311362,21,21,365
311392,16,17,251
311400,3,3,12
311475,14,16,305
311502,27,27,110
311515,5,5,356
311516,1,1,58
311530,78,78,10424
311544,2,2,146
311567,23,23,128
311570,3,4,21
311592,2,2,3
311746,3,3,263
311767,866,941,5780
311776,1,1,265
311817,2,2,11
311832,2,2,487
311872,23,23,37
311890,32,32,148
311911,2,2,70
311913,5,5,7
311915,2,2,168
311943,2,2,452
311992,83,84,405
311994,1,1,52
312017,2,2,59
312041,1,1,1
312067,8,8,98
312068,170,171,330
312077,1,1,8
312089,1,1,14
312125,10,10,87
312136,2,2,2
312165,2,2,2
312171,31,32,418
312200,4,4,41
312201,2,2,184
312245,1,1,5
312272,2,2,123
312284,2,2,101
312290,3,3,145
312400,9,9,511
312427,4,4,7
312504,43,43,718
312549,21,21,303
312569,1,1,48
312600,27,29,335
312695,2,2,14
312778,9,9,15
312794,63,63,922
312795,41,41,42
312799,2,2,579
312859,1,1,8
312954,1,1,3
312991,3,3,601
313005,2,2,5
313009,43,43,139
313026,6,6,279
313048,5,5,42
313116,1,1,103
313119,5,5,139
313135,1,1,162
313149,10,10,70
313160,2,3,28
313173,279,283,7269
313182,1,1,1
313189,25,25,39
313288,8,8,35
313388,29,32,1513
313558,5,5,171
313596,2,2,32
313653,4,4,33
313657,6,6,176
313698,1,1,1
313715,6,6,44
313773,28,28,544
313796,22,22,320
313801,42,42,1163
